YEAR,MONTH,DATE,HOUR,MIN,PREDICTED,ACTUAL,ERROR,ERROR_RUN_SUM
2015,8,25,3,0,,0.0159,,
2015,8,25,4,0,,0.01821,,
2015,8,25,5,0,,0.02052,,
2015,8,25,6,0,,0.02307,,
2015,8,25,7,0,,0.02325,,
2015,8,25,8,0,,0.02454,,
2015,8,25,9,0,,0.02607,,
2015,8,25,10,0,,0.02763,,
2015,8,25,11,0,,0.02825,,
2015,8,25,12,0,,0.03004,,
2015,8,25,13,0,,0.03323,,
2015,8,25,14,0,,0.0343,,
2015,8,25,15,0,,0.03541,,
2015,8,25,16,0,,0.03285,,
2015,8,25,17,0,,0.02854,,
2015,8,25,18,0,,0.02754,,
2015,8,25,19,0,,0.02771,,
2015,8,25,20,0,,0.02504,,
2015,8,25,21,0,,0.02273,,
2015,8,25,22,0,,0.02114,,
2015,8,25,23,0,,0.02047,,
2015,8,26,0,0,,0.01939,,
2015,8,26,1,0,,0.01823,,
2015,8,26,2,0,,0.01686,,
2015,8,26,3,0,,0.01694,,
2015,8,26,4,0,,0.01702,,
2015,8,26,5,0,,0.01818,,
2015,8,26,6,0,,0.01963,,
2015,8,26,7,0,,0.02051,,
2015,8,26,8,0,,0.02299,,
2015,8,26,9,0,,0.02442,,
2015,8,26,10,0,,0.02545,,
2015,8,26,11,0,,0.02624,,
2015,8,26,12,0,,0.02644,,
2015,8,26,13,0,,0.02701,,
2015,8,26,14,0,,0.02808,,
2015,8,26,15,0,,0.02921,,
2015,8,26,16,0,,0.02889,,
2015,8,26,17,0,,0.02747,,
2015,8,26,18,0,,0.0266,,
2015,8,26,19,0,,0.02645,,
2015,8,26,20,0,,0.02388,,
2015,8,26,21,0,,0.02341,,
2015,8,26,22,0,,0.02076,,
2015,8,26,23,0,,0.01964,,
2015,8,27,0,0,,0.01605,,
2015,8,27,1,0,,0.0135,,
2015,8,27,2,0,,0.01167,,
2015,8,27,3,0,,0.01218,,
2015,8,27,4,0,,0.01257,,
2015,8,27,5,0,,0.01421,,
2015,8,27,6,0,,0.01649,,
2015,8,27,7,0,,0.0178,,
2015,8,27,8,0,,0.01995,,
2015,8,27,9,0,,0.02079,,
2015,8,27,10,0,,0.02159,,
2015,8,27,11,0,,0.02216,,
2015,8,27,12,0,,0.02269,,
2015,8,27,13,0,,0.02301,,
2015,8,27,14,0,,0.02372,,
2015,8,27,15,0,,0.02526,,
2015,8,27,16,0,,0.02614,,
2015,8,27,17,0,,0.02643,,
2015,8,27,18,0,,0.02733,,
2015,8,27,19,0,,0.03061,,
2015,8,27,20,0,,0.02408,,
2015,8,27,21,0,,0.02287,,
2015,8,27,22,0,,0.01981,,
2015,8,27,23,0,,0.01898,,
2015,8,28,0,0,,0.01754,,
2015,8,28,1,0,,0.016,,
2015,8,28,2,0,,0.01534,,
2015,8,28,3,0,,0.01649,,
2015,8,28,4,0,,0.01869,,
2015,8,28,5,0,,0.02292,,
2015,8,28,6,0,,0.02818,,
2015,8,28,7,0,,0.02761,,
2015,8,28,8,0,,0.02833,,
2015,8,28,9,0,,0.03023,,
2015,8,28,10,0,,0.03217,,
2015,8,28,11,0,,0.03255,,
2015,8,28,12,0,,0.0354,,
2015,8,28,13,0,,0.03925,,
2015,8,28,14,0,,0.04161,,
2015,8,28,15,0,,0.04522,,
2015,8,28,16,0,,0.03965,,
2015,8,28,17,0,,0.03613,,
2015,8,28,18,0,,0.03565,,
2015,8,28,19,0,,0.03655,,
2015,8,28,20,0,,0.03044,,
2015,8,28,21,0,,0.02733,,
2015,8,28,22,0,,0.02446,,
2015,8,28,23,0,,0.02233,,
2015,8,29,0,0,,0.0212,,
2015,8,29,1,0,,0.02046,,
2015,8,29,2,0,,0.01984,,
2015,8,29,3,0,,0.01972,,
2015,8,29,4,0,,0.02023,,
2015,8,29,5,0,,0.02489,,
2015,8,29,6,0,,0.02963,,
2015,8,29,7,0,,0.02748,,
2015,8,29,8,0,,0.02955,,
2015,8,29,9,0,,0.03163,,
2015,8,29,10,0,,0.03247,,
2015,8,29,11,0,,0.03425,,
2015,8,29,12,0,,0.03541,,
2015,8,29,13,0,,0.03667,,
2015,8,29,14,0,,0.0386,,
2015,8,29,15,0,,0.03902,,
2015,8,29,16,0,,0.03572,,
2015,8,29,17,0,,0.03259,,
2015,8,29,18,0,,0.03358,,
2015,8,29,19,0,,0.03264,,
2015,8,29,20,0,,0.02871,,
2015,8,29,21,0,,0.02508,,
2015,8,29,22,0,,0.02247,,
2015,8,29,23,0,,0.02143,,
2015,8,30,0,0,,0.02057,,
2015,8,30,1,0,,0.01965,,
2015,8,30,2,0,,0.01855,,
2015,8,30,3,0,,0.01829,,
2015,8,30,4,0,,0.01966,,
2015,8,30,5,0,,0.02399,,
2015,8,30,6,0,,0.02893,,
2015,8,30,7,0,,0.02446,,
2015,8,30,8,0,,0.02645,,
2015,8,30,9,0,,0.02978,,
2015,8,30,10,0,,0.03034,,
2015,8,30,11,0,,0.0299,,
2015,8,30,12,0,,0.0306,,
2015,8,30,13,0,,0.03267,,
2015,8,30,14,0,,0.03364,,
2015,8,30,15,0,,0.03391,,
2015,8,30,16,0,,0.03198,,
2015,8,30,17,0,,0.02991,,
2015,8,30,18,0,,0.03282,,
2015,8,30,19,0,,0.03332,,
2015,8,30,20,0,,0.02755,,
2015,8,30,21,0,,0.02468,,
2015,8,30,22,0,,0.02187,,
2015,8,30,23,0,,0.02002,,
2015,9,1,0,0,,0.01606,,
2015,9,1,1,0,,0.01553,,
2015,9,1,2,0,,0.01561,,
2015,9,1,3,0,,0.01577,,
2015,9,1,4,0,,0.01824,,
2015,9,1,5,0,,0.02232,,
2015,9,1,6,0,,0.03031,,
2015,9,1,7,0,,0.02738,,
2015,9,1,8,0,,0.02741,,
2015,9,1,9,0,,0.03006,,
2015,9,1,10,0,,0.0304,,
2015,9,1,11,0,,0.03029,,
2015,9,1,12,0,,0.02986,,
2015,9,1,13,0,,0.03047,,
2015,9,1,14,0,,0.0307,,
2015,9,1,15,0,,0.03039,,
2015,9,1,16,0,,0.02875,,
2015,9,1,17,0,,0.02722,,
2015,9,1,18,0,,0.03125,,
2015,9,1,19,0,,0.03277,,
2015,9,1,20,0,,0.02595,,
2015,9,1,21,0,,0.02393,,
2015,9,1,22,0,,0.02059,,
2015,9,1,23,0,,0.01889,,
2015,9,2,0,0,,0.01692,,
2015,9,2,1,0,,0.01583,,
2015,9,2,2,0,,0.01574,,
2015,9,2,3,0,,0.01617,,
2015,9,2,4,0,,0.01819,,
2015,9,2,5,0,,0.02208,,
2015,9,2,6,0,,0.02567,,
2015,9,2,7,0,,0.02536,,
2015,9,2,8,0,,0.02503,,
2015,9,2,9,0,,0.02656,,
2015,9,2,10,0,,0.02628,,
2015,9,2,11,0,,0.02642,,
2015,9,2,12,0,,0.02669,,
2015,9,2,13,0,,0.02657,,
2015,9,2,14,0,,0.02646,,
2015,9,2,15,0,,0.02593,,
2015,9,2,16,0,,0.0256,,
2015,9,2,17,0,,0.02418,,
2015,9,2,18,0,,0.02699,,
2015,9,2,19,0,,0.0277,,
2015,9,2,20,0,,0.02429,,
2015,9,2,21,0,,0.0215,,
2015,9,2,22,0,,0.0197,,
2015,9,2,23,0,,0.01733,,
2015,9,3,0,0,,0.01578,,
2015,9,3,1,0,,0.01451,,
2015,9,3,2,0,,0.01309,,
2015,9,3,3,0,,0.01369,,
2015,9,3,4,0,,0.01501,,
2015,9,3,5,0,,0.01694,,
2015,9,3,6,0,,0.02066,,
2015,9,3,7,0,,0.02145,,
2015,9,3,8,0,,0.02276,,
2015,9,3,9,0,,0.02351,,
2015,9,3,10,0,,0.02378,,
2015,9,3,11,0,,0.02414,,
2015,9,3,12,0,,0.02321,,
2015,9,3,13,0,,0.02326,,
2015,9,3,14,0,,0.02299,,
2015,9,3,15,0,,0.02339,,
2015,9,3,16,0,,0.02403,,
2015,9,3,17,0,,0.02354,,
2015,9,3,18,0,,0.02637,,
2015,9,3,19,0,,0.02621,,
2015,9,3,20,0,,0.02442,,
2015,9,3,21,0,,0.02091,,
2015,9,3,22,0,,0.0188,,
2015,9,3,23,0,,0.01755,,
2015,9,4,0,0,,0.01605,,
2015,9,4,1,0,,0.01467,,
2015,9,4,2,0,,0.01435,,
2015,9,4,3,0,,0.01476,,
2015,9,4,4,0,,0.0155,,
2015,9,4,5,0,,0.01746,,
2015,9,4,6,0,,0.01967,,
2015,9,4,7,0,,0.02073,,
2015,9,4,8,0,,0.02204,,
2015,9,4,9,0,,0.02247,,
2015,9,4,10,0,,0.02324,,
2015,9,4,11,0,,0.0233,,
2015,9,4,12,0,,0.02333,,
2015,9,4,13,0,,0.02334,,
2015,9,4,14,0,,0.02321,,
2015,9,4,15,0,,0.02375,,
2015,9,4,16,0,,0.0246,,
2015,9,4,17,0,,0.02508,,
2015,9,4,18,0,,0.03182,,
2015,9,4,19,0,,0.03185,,
2015,9,4,20,0,,0.02612,,
2015,9,4,21,0,,0.02238,,
2015,9,4,22,0,,0.02082,,
2015,9,4,23,0,,0.01955,,
2015,9,5,0,0,,0.0194,,
2015,9,5,1,0,,0.01879,,
2015,9,5,2,0,,0.01855,,
2015,9,5,3,0,,0.01883,,
2015,9,5,4,0,,0.02036,,
2015,9,5,5,0,,0.02505,,
2015,9,5,6,0,,0.03154,,
2015,9,5,7,0,,0.02928,,
2015,9,5,8,0,,0.02927,,
2015,9,5,9,0,,0.03018,,
2015,9,5,10,0,,0.03102,,
2015,9,5,11,0,,0.03186,,
2015,9,5,12,0,,0.0318,,
2015,9,5,13,0,,0.03288,,
2015,9,5,14,0,,0.03297,,
2015,9,5,15,0,,0.03316,,
2015,9,5,16,0,,0.03242,,
2015,9,5,17,0,,0.03029,,
2015,9,5,18,0,,0.03486,,
2015,9,5,19,0,,0.03532,,
2015,9,5,20,0,,0.02857,,
2015,9,5,21,0,,0.02497,,
2015,9,5,22,0,,0.0225,,
2015,9,5,23,0,,0.02075,,
2015,9,6,0,0,,0.02091,,
2015,9,6,1,0,,0.02,,
2015,9,6,2,0,,0.01968,,
2015,9,6,3,0,,0.01952,,
2015,9,6,4,0,,0.02113,,
2015,9,6,5,0,,0.0272,,
2015,9,6,6,0,,0.03497,,
2015,9,6,7,0,,0.03197,,
2015,9,6,8,0,,0.03143,,
2015,9,6,9,0,,0.03347,,
2015,9,6,10,0,,0.03379,,
2015,9,6,11,0,,0.03511,,
2015,9,6,12,0,,0.03569,,
2015,9,6,13,0,,0.03632,,
2015,9,6,14,0,,0.03574,,
2015,9,6,15,0,,0.03564,,
2015,9,6,16,0,,0.0349,,
2015,9,6,17,0,,0.03325,,
2015,9,6,18,0,,0.03838,,
2015,9,6,19,0,,0.03924,,
2015,9,6,20,0,,0.03036,,
2015,9,6,21,0,,0.02578,,
2015,9,6,22,0,,0.02311,,
2015,9,6,23,0,,0.02158,,
2015,9,7,0,0,,0.0199,,
2015,9,7,1,0,,0.01897,,
2015,9,7,2,0,,0.01871,,
2015,9,7,3,0,,0.01882,,
2015,9,7,4,0,,0.01996,,
2015,9,7,5,0,,0.02743,,
2015,9,7,6,0,,0.03206,,
2015,9,7,7,0,,0.03054,,
2015,9,7,8,0,,0.04221,,
2015,9,7,9,0,,0.04721,,
2015,9,7,10,0,,0.04992,,
2015,9,7,11,0,,0.05111,,
2015,9,7,12,0,,0.05268,,
2015,9,7,13,0,,0.0578,,
2015,9,7,14,0,,0.10378,,
2015,9,7,15,0,,0.11595,,
2015,9,7,16,0,,0.10329,,
2015,9,7,17,0,,0.06176,,
2015,9,7,18,0,,0.03838,,
2015,9,7,19,0,,0.03611,,
2015,9,7,20,0,,0.02812,,
2015,9,7,21,0,,0.02488,,
2015,9,7,22,0,,0.02239,,
2015,9,7,23,0,,0.02099,,
2015,9,8,0,0,,0.01905,,
2015,9,8,1,0,,0.01789,,
2015,9,8,2,0,,0.01757,,
2015,9,8,3,0,,0.01737,,
2015,9,8,4,0,,0.01973,,
2015,9,8,5,0,,0.02767,,
2015,9,8,6,0,,0.03181,,
2015,9,8,7,0,,0.02859,,
2015,9,8,8,0,,0.02831,,
2015,9,8,9,0,,0.03061,,
2015,9,8,10,0,,0.03228,,
2015,9,8,11,0,,0.03332,,
2015,9,8,12,0,,0.03394,,
2015,9,8,13,0,,0.03375,,
2015,9,8,14,0,,0.03492,,
2015,9,8,15,0,,0.03561,,
2015,9,8,16,0,,0.03569,,
2015,9,8,17,0,,0.03416,,
2015,9,8,18,0,,0.03784,,
2015,9,8,19,0,,0.03464,,
2015,9,8,20,0,,0.02753,,
2015,9,8,21,0,,0.02508,,
2015,9,8,22,0,,0.02255,,
2015,9,8,23,0,,0.0208,,
2015,9,9,0,0,,0.0199,,
2015,9,9,1,0,,0.01899,,
2015,9,9,2,0,,0.01863,,
2015,9,9,3,0,,0.01881,,
2015,9,9,4,0,,0.02083,,
2015,9,9,5,0,,0.02532,,
2015,9,9,6,0,,0.02961,,
2015,9,9,7,0,,0.02886,,
2015,9,9,8,0,,0.02849,,
2015,9,9,9,0,,0.02944,,
2015,9,9,10,0,,0.02997,,
2015,9,9,11,0,,0.03068,,
2015,9,9,12,0,,0.0313,,
2015,9,9,13,0,,0.03084,,
2015,9,9,14,0,,0.02936,,
2015,9,9,15,0,,0.02893,,
2015,9,9,16,0,,0.02823,,
2015,9,9,17,0,,0.02647,,
2015,9,9,18,0,,0.03032,,
2015,9,9,19,0,,0.02809,,
2015,9,9,20,0,,0.02514,,
2015,9,9,21,0,,0.02315,,
2015,9,9,22,0,,0.02122,,
2015,9,9,23,0,,0.01928,,
2015,9,10,0,0,,0.0208,,
2015,9,10,1,0,,0.01927,,
2015,9,10,2,0,,0.01839,,
2015,9,10,3,0,,0.01823,,
2015,9,10,4,0,,0.01812,,
2015,9,10,5,0,,0.02026,,
2015,9,10,6,0,,0.02423,,
2015,9,10,7,0,,0.02574,,
2015,9,10,8,0,,0.0267,,
2015,9,10,9,0,,0.02909,,
2015,9,10,10,0,,0.02941,,
2015,9,10,11,0,,0.02795,,
2015,9,10,12,0,,0.02704,,
2015,9,10,13,0,,0.02722,,
2015,9,10,14,0,,0.02728,,
2015,9,10,15,0,,0.02787,,
2015,9,10,16,0,,0.02756,,
2015,9,10,17,0,,0.02761,,
2015,9,10,18,0,,0.03134,,
2015,9,10,19,0,,0.02937,,
2015,9,10,20,0,,0.02504,,
2015,9,10,21,0,,0.02214,,
2015,9,10,22,0,,0.02046,,
2015,9,10,23,0,,0.01949,,
2015,9,11,0,0,,0.01895,,
2015,9,11,1,0,,0.01784,,
2015,9,11,2,0,,0.01635,,
2015,9,11,3,0,,0.01605,,
2015,9,11,4,0,,0.01699,,
2015,9,11,5,0,,0.01929,,
2015,9,11,6,0,,0.02036,,
2015,9,11,7,0,,0.02073,,
2015,9,11,8,0,,0.02424,,
2015,9,11,9,0,,0.02558,,
2015,9,11,10,0,,0.02606,,
2015,9,11,11,0,,0.02613,,
2015,9,11,12,0,,0.02672,,
2015,9,11,13,0,,0.02726,,
2015,9,11,14,0,,0.02795,,
2015,9,11,15,0,,0.02923,,
2015,9,11,16,0,,0.03062,,
2015,9,11,17,0,,0.03106,,
2015,9,11,18,0,,0.03434,,
2015,9,11,19,0,,0.03307,,
2015,9,11,20,0,,0.02638,,
2015,9,11,21,0,,0.02254,,
2015,9,11,22,0,,0.02195,,
2015,9,11,23,0,,0.02043,,
2015,9,12,0,0,,0.01635,,
2015,9,12,1,0,,0.01528,,
2015,9,12,2,0,,0.01452,,
2015,9,12,3,0,,0.01486,,
2015,9,12,4,0,,0.01845,,
2015,9,12,5,0,,0.02657,,
2015,9,12,6,0,,0.03123,,
2015,9,12,7,0,,0.02909,,
2015,9,12,8,0,,0.02977,,
2015,9,12,9,0,,0.03114,,
2015,9,12,10,0,,0.0326,,
2015,9,12,11,0,,0.03486,,
2015,9,12,12,0,,0.03615,,
2015,9,12,13,0,,0.03591,,
2015,9,12,14,0,,0.03569,,
2015,9,12,15,0,,0.03509,,
2015,9,12,16,0,,0.03374,,
2015,9,12,17,0,,0.03233,,
2015,9,12,18,0,,0.03646,,
2015,9,12,19,0,,0.0331,,
2015,9,12,20,0,,0.0276,,
2015,9,12,21,0,,0.02469,,
2015,9,12,22,0,,0.02244,,
2015,9,12,23,0,,0.01961,,
2015,9,13,0,0,,0.01873,,
2015,9,13,1,0,,0.01675,,
2015,9,13,2,0,,0.01566,,
2015,9,13,3,0,,0.01563,,
2015,9,13,4,0,,0.01854,,
2015,9,13,5,0,,0.02647,,
2015,9,13,6,0,,0.03255,,
2015,9,13,7,0,,0.02848,,
2015,9,13,8,0,,0.02763,,
2015,9,13,9,0,,0.02904,,
2015,9,13,10,0,,0.03116,,
2015,9,13,11,0,,0.0306,,
2015,9,13,12,0,,0.03095,,
2015,9,13,13,0,,0.02924,,
2015,9,13,14,0,,0.02899,,
2015,9,13,15,0,,0.02843,,
2015,9,13,16,0,,0.02842,,
2015,9,13,17,0,,0.02825,,
2015,9,13,18,0,,0.0369,,
2015,9,13,19,0,,0.03344,,
2015,9,13,20,0,,0.02852,,
2015,9,13,21,0,,0.02449,,
2015,9,13,22,0,,0.02277,,
2015,9,13,23,0,,0.02046,,
2015,9,14,0,0,,0.01974,,
2015,9,14,1,0,,0.01798,,
2015,9,14,2,0,,0.01765,,
2015,9,14,3,0,,0.01837,,
2015,9,14,4,0,,0.02112,,
2015,9,14,5,0,,0.02902,,
2015,9,14,6,0,,0.03603,,
2015,9,14,7,0,,0.03162,,
2015,9,14,8,0,,0.03065,,
2015,9,14,9,0,,0.03198,,
2015,9,14,10,0,,0.03328,,
2015,9,14,11,0,,0.03291,,
2015,9,14,12,0,,0.03313,,
2015,9,14,13,0,,0.03322,,
2015,9,14,14,0,,0.03079,,
2015,9,14,15,0,,0.02962,,
2015,9,14,16,0,,0.02922,,
2015,9,14,17,0,,0.02894,,
2015,9,14,18,0,,0.03643,,
2015,9,14,19,0,,0.03246,,
2015,9,14,20,0,,0.0294,,
2015,9,14,21,0,,0.024,,
2015,9,14,22,0,,0.02185,,
2015,9,14,23,0,,0.01997,,
2015,9,15,0,0,,0.01884,,
2015,9,15,1,0,,0.01744,,
2015,9,15,2,0,,0.01682,,
2015,9,15,3,0,,0.01706,,
2015,9,15,4,0,,0.02049,,
2015,9,15,5,0,,0.03101,,
2015,9,15,6,0,,0.03601,,
2015,9,15,7,0,,0.032,,
2015,9,15,8,0,,0.03196,,
2015,9,15,9,0,,0.03237,,
2015,9,15,10,0,,0.03208,,
2015,9,15,11,0,,0.03193,,
2015,9,15,12,0,,0.03316,,
2015,9,15,13,0,,0.03245,,
2015,9,15,14,0,,0.0316,,
2015,9,15,15,0,,0.03171,,
2015,9,15,16,0,,0.03182,,
2015,9,15,17,0,,0.03024,,
2015,9,15,18,0,,0.03717,,
2015,9,15,19,0,,0.03381,,
2015,9,15,20,0,,0.02984,,
2015,9,15,21,0,,0.0253,,
2015,9,15,22,0,,0.02277,,
2015,9,15,23,0,,0.0203,,
2015,9,16,0,0,,0.01836,,
2015,9,16,1,0,,0.01799,,
2015,9,16,2,0,,0.0176,,
2015,9,16,3,0,,0.0177,,
2015,9,16,4,0,,0.01995,,
2015,9,16,5,0,,0.02682,,
2015,9,16,6,0,,0.03278,,
2015,9,16,7,0,,0.02993,,
2015,9,16,8,0,,0.03,,
2015,9,16,9,0,,0.0298,,
2015,9,16,10,0,,0.02911,,
2015,9,16,11,0,,0.02892,,
2015,9,16,12,0,,0.02785,,
2015,9,16,13,0,,0.02757,,
2015,9,16,14,0,,0.026,,
2015,9,16,15,0,,0.02609,,
2015,9,16,16,0,,0.02657,,
2015,9,16,17,0,,0.02721,,
2015,9,16,18,0,,0.0312,,
2015,9,16,19,0,,0.02989,,
2015,9,16,20,0,,0.02655,,
2015,9,16,21,0,,0.02379,,
2015,9,16,22,0,,0.02177,,
2015,9,16,23,0,,0.02066,,
2015,9,17,0,0,,0.0218,,
2015,9,17,1,0,,0.02083,,
2015,9,17,2,0,,0.01986,,
2015,9,17,3,0,,0.01927,,
2015,9,17,4,0,,0.01987,,
2015,9,17,5,0,,0.02167,,
2015,9,17,6,0,,0.0254,,
2015,9,17,7,0,,0.02637,,
2015,9,17,8,0,,0.02848,,
2015,9,17,9,0,,0.02897,,
2015,9,17,10,0,,0.02862,,
2015,9,17,11,0,,0.02781,,
2015,9,17,12,0,,0.0262,,
2015,9,17,13,0,,0.02516,,
2015,9,17,14,0,,0.02444,,
2015,9,17,15,0,,0.02413,,
2015,9,17,16,0,,0.02506,,
2015,9,17,17,0,,0.02709,,
2015,9,17,18,0,,0.03038,,
2015,9,17,19,0,,0.02836,,
2015,9,17,20,0,,0.02593,,
2015,9,17,21,0,,0.02361,,
2015,9,17,22,0,,0.02146,,
2015,9,17,23,0,,0.01982,,
2015,9,18,0,0,,0.02017,,
2015,9,18,1,0,,0.02001,,
2015,9,18,2,0,,0.01945,,
2015,9,18,3,0,,0.01908,,
2015,9,18,4,0,,0.01894,,
2015,9,18,5,0,,0.01974,,
2015,9,18,6,0,,0.02284,,
2015,9,18,7,0,,0.02533,,
2015,9,18,8,0,,0.02684,,
2015,9,18,9,0,,0.02654,,
2015,9,18,10,0,,0.02587,,
2015,9,18,11,0,,0.02439,,
2015,9,18,12,0,,0.02408,,
2015,9,18,13,0,,0.02388,,
2015,9,18,14,0,,0.02352,,
2015,9,18,15,0,,0.02362,,
2015,9,18,16,0,,0.02424,,
2015,9,18,17,0,,0.02679,,
2015,9,18,18,0,,0.0323,,
2015,9,18,19,0,,0.03014,,
2015,9,18,20,0,,0.0269,,
2015,9,18,21,0,,0.02335,,
2015,9,18,22,0,,0.02046,,
2015,9,18,23,0,,0.01922,,
2015,9,19,0,0,,0.0183,,
2015,9,19,1,0,,0.01734,,
2015,9,19,2,0,,0.01716,,
2015,9,19,3,0,,0.01691,,
2015,9,19,4,0,,0.01955,,
2015,9,19,5,0,,0.02576,,
2015,9,19,6,0,,0.03199,,
2015,9,19,7,0,,0.03131,,
2015,9,19,8,0,,0.03046,,
2015,9,19,9,0,,0.03066,,
2015,9,19,10,0,,0.03052,,
2015,9,19,11,0,,0.03037,,
2015,9,19,12,0,,0.02886,,
2015,9,19,13,0,,0.02811,,
2015,9,19,14,0,,0.02773,,
2015,9,19,15,0,,0.02713,,
2015,9,19,16,0,,0.02693,,
2015,9,19,17,0,,0.02716,,
2015,9,19,18,0,,0.03397,,
2015,9,19,19,0,,0.03084,,
2015,9,19,20,0,,0.02639,,
2015,9,19,21,0,,0.02328,,
2015,9,19,22,0,,0.02146,,
2015,9,19,23,0,,0.02021,,
2015,9,20,0,0,,0.01863,,
2015,9,20,1,0,,0.01767,,
2015,9,20,2,0,,0.0174,,
2015,9,20,3,0,,0.0172,,
2015,9,20,4,0,,0.01916,,
2015,9,20,5,0,,0.02637,,
2015,9,20,6,0,,0.0323,,
2015,9,20,7,0,,0.02946,,
2015,9,20,8,0,,0.02986,,
2015,9,20,9,0,,0.03026,,
2015,9,20,10,0,,0.03187,,
2015,9,20,11,0,,0.03157,,
2015,9,20,12,0,,0.0318,,
2015,9,20,13,0,,0.03234,,
2015,9,20,14,0,,0.0313,,
2015,9,20,15,0,,0.03152,,
2015,9,20,16,0,,0.03045,,
2015,9,20,17,0,,0.03107,,
2015,9,20,18,0,,0.03731,,
2015,9,20,19,0,,0.03134,,
2015,9,20,20,0,,0.02813,,
2015,9,20,21,0,,0.02431,,
2015,9,20,22,0,,0.02268,,
2015,9,20,23,0,,0.0208,,
2015,9,21,0,0,,0.01938,,
2015,9,21,1,0,,0.01862,,
2015,9,21,2,0,,0.01805,,
2015,9,21,3,0,,0.01801,,
2015,9,21,4,0,,0.01925,,
2015,9,21,5,0,,0.02662,,
2015,9,21,6,0,,0.03159,,
2015,9,21,7,0,,0.03065,,
2015,9,21,8,0,,0.03005,,
2015,9,21,9,0,,0.03095,,
2015,9,21,10,0,,0.03142,,
2015,9,21,11,0,,0.03236,,
2015,9,21,12,0,,0.03266,,
2015,9,21,13,0,,0.03433,,
2015,9,21,14,0,,0.03403,,
2015,9,21,15,0,,0.03352,,
2015,9,21,16,0,,0.033,,
2015,9,21,17,0,,0.03499,,
2015,9,21,18,0,,0.04147,,
2015,9,21,19,0,,0.0339,,
2015,9,21,20,0,,0.02997,,
2015,9,21,21,0,,0.02525,,
2015,9,21,22,0,,0.0228,,
2015,9,21,23,0,,0.0203,,
2015,9,22,0,0,,0.02043,,
2015,9,22,1,0,,0.02046,,
2015,9,22,2,0,,0.02057,,
2015,9,22,3,0,,0.02029,,
2015,9,22,4,0,,0.02236,,
2015,9,22,5,0,,0.03135,,
2015,9,22,6,0,,0.03947,,
2015,9,22,7,0,,0.03326,,
2015,9,22,8,0,,0.03244,,
2015,9,22,9,0,,0.0337,,
2015,9,22,10,0,,0.03424,,
2015,9,22,11,0,,0.03438,,
2015,9,22,12,0,,0.03528,,
2015,9,22,13,0,,0.03647,,
2015,9,22,14,0,,0.03432,,
2015,9,22,15,0,,0.03325,,
2015,9,22,16,0,,0.03215,,
2015,9,22,17,0,,0.03285,,
2015,9,22,18,0,,0.04129,,
2015,9,22,19,0,,0.03224,,
2015,9,22,20,0,,0.02919,,
2015,9,22,21,0,,0.02663,,
2015,9,22,22,0,,0.02422,,
2015,9,22,23,0,,0.02212,,
2015,9,23,0,0,,0.01826,,
2015,9,23,1,0,,0.01774,,
2015,9,23,2,0,,0.01718,,
2015,9,23,3,0,,0.01697,,
2015,9,23,4,0,,0.02069,,
2015,9,23,5,0,,0.02722,,
2015,9,23,6,0,,0.03577,,
2015,9,23,7,0,,0.03157,,
2015,9,23,8,0,,0.03102,,
2015,9,23,9,0,,0.03287,,
2015,9,23,10,0,,0.03222,,
2015,9,23,11,0,,0.03319,,
2015,9,23,12,0,,0.03201,,
2015,9,23,13,0,,0.03211,,
2015,9,23,14,0,,0.03081,,
2015,9,23,15,0,,0.0299,,
2015,9,23,16,0,,0.03087,,
2015,9,23,17,0,,0.02942,,
2015,9,23,18,0,,0.0327,,
2015,9,23,19,0,,0.02942,,
2015,9,23,20,0,,0.02778,,
2015,9,23,21,0,,0.02555,,
2015,9,23,22,0,,0.02387,,
2015,9,23,23,0,,0.02151,,
2015,9,24,0,0,,0.01794,,
2015,9,24,1,0,,0.01518,,
2015,9,24,2,0,,0.01402,,
2015,9,24,3,0,,0.01316,,
2015,9,24,4,0,,0.01632,,
2015,9,24,5,0,,0.02306,,
2015,9,24,6,0,,0.02611,,
2015,9,24,7,0,,0.02584,,
2015,9,24,8,0,,0.02647,,
2015,9,24,9,0,,0.02792,,
2015,9,24,10,0,,0.02773,,
2015,9,24,11,0,,0.02692,,
2015,9,24,12,0,,0.02498,,
2015,9,24,13,0,,0.02448,,
2015,9,24,14,0,,0.02413,,
2015,9,24,15,0,,0.02499,,
2015,9,24,16,0,,0.02449,,
2015,9,24,17,0,,0.02585,,
2015,9,24,18,0,,0.03173,,
2015,9,24,19,0,,0.0286,,
2015,9,24,20,0,,0.02536,,
2015,9,24,21,0,,0.0238,,
2015,9,24,22,0,,0.0218,,
2015,9,24,23,0,,0.02115,,
2015,9,25,0,0,,0.01952,,
2015,9,25,1,0,,0.01863,,
2015,9,25,2,0,,0.01812,,
2015,9,25,3,0,,0.0182,,
2015,9,25,4,0,,0.01873,,
2015,9,25,5,0,,0.02006,,
2015,9,25,6,0,,0.02338,,
2015,9,25,7,0,,0.02423,,
2015,9,25,8,0,,0.02576,,
2015,9,25,9,0,,0.0266,,
2015,9,25,10,0,,0.027,,
2015,9,25,11,0,,0.02667,,
2015,9,25,12,0,,0.02615,,
2015,9,25,13,0,,0.02593,,
2015,9,25,14,0,,0.02542,,
2015,9,25,15,0,,0.02569,,
2015,9,25,16,0,,0.02696,,
